Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"Kontakt Tanztheater Markgröningen Maulbronner Weg 37 71706 Markgröningen Beratungszeiten","Maulbronner Weg 37 71706Markgröningen","37","Maulbronner Weg","37 Maulbronner Weg","Markgröningen","71706","","Germany"
"Tanztheater Ludwigsburg Wöhlerstraße 9-11 Eingang Liebigstraße gesperrt 71636 Ludwigsburg Beratungszeiten","Wöhlerstraße 9-11 71636Ludwigsburg","9-11","Wöhlerstraße","9-11 Wöhlerstraße","Ludwigsburg","71636","","Germany"
"Fanprojekt ERC Ingolstadt e.V. Obertorweg 9 85080 Gaimersheim","Obertorweg 9 85080 Gaimersheim","9","Obertorweg","9 Obertorweg","Gaimersheim","85080","","Germany"
"Winnerbatterien Ein E-Shop der SIGA Batteries GmbH Geschäftsführer: Chris Kiriazis, Johannes Papasis Casterfeldstr. 66-72 68199 Mannheim Deutschland Tel.:  +49 (0)621 490 77 30 Fax:  +49 (0)621 899 58 111 E-Mail: info(@)winnerbatterien(.)de Amtsgericht Mannheim USt-IdNr.: DE815694168 SteuerNr: 38188/24094","Casterfeldstr. 66-72 68199 Mannheim Deutschland","66-72","Casterfeldstr.","66-72 Casterfeldstr.","Mannheim","68199","","Germany"
"Bogenhausen GmbH Leopoldstrasse 250, 80807 München","Leopoldstrasse 250, 80807 München","250","Leopoldstrasse","250 Leopoldstrasse","München","80807","","Germany"
"Zentrum Digital GmbH Maximilianstrasse 35 80539 München","Maximilianstrasse 35 80539 München","35","Maximilianstrasse","35 Maximilianstrasse","München","80539","","Germany"
"Schuhbeck’s Teatro GmbH Prinzregentenplatz 12 81675 München","Prinzregentenplatz 12 81675 München","12","Prinzregentenplatz","12 Prinzregentenplatz","München","81675","","Germany"
"Goethe Institut, Goetheplatz 3 10623 Berlin","Goetheplatz 3 10623 Berlin","3","Goetheplatz","3 Goetheplatz","Berlin","10623","","Germany"
"Johanniter-Unfall-Hilfe e.V. Sankt-Johann-Str. 18 90425 Nürnberg","Sankt-Johann-Str. 18 90425 Nürnberg","18","Sankt-Johann-Str.","18 Sankt-Johann-Str.","Nürnberg","90425","","Germany"
"Deutsche Schule Alexanderplatz 6 10178 Berlin","Alexanderplatz 6 10178 Berlin","6","Alexanderplatz","6 Alexanderplatz","Berlin","10178","","Germany"
"Frankfurter Tor Immobilien GmbH Petersburger Str. 94 10247 Berlin","Petersburger Str. 94 10247 Berlin","94","Petersburger Str.","94 Petersburger Str.","Berlin","10247","","Germany"
"Flixbus Zentrale Stuttgarter Platz 1 10627 Berlin","Stuttgarter Platz 1 10627 Berlin","1","Stuttgarter Platz","1 Stuttgarter Platz","Berlin","10627","","Germany"
"Generali Versicherung AG Amalienstr. 33 80799 München","Amalienstr. 33 80799 München","33","Amalienstr.","33 Amalienstr.","München","80799","","Germany"
"Kunsthalle Hamburg Glockengießerwall 7 20095 Hamburg","Glockengießerwall 7 20095 Hamburg","7","Glockengießerwall","7 Glockengießerwall","Hamburg","20095","","Germany"
"Siemens Innovationszentrum Seidlstrasse 27 80335 München","Seidlstrasse 27 80335 München","27","Seidlstrasse","27 Seidlstrasse","München","80335","","Germany"
"Bayer Pharma AG Friedrich-Ebert-Anlage 35 69117 Heidelberg","Friedrich-Ebert-Anlage 35 69117 Heidelberg","35","Friedrich-Ebert-Anlage","35 Friedrich-Ebert-Anlage","Heidelberg","69117","","Germany"
"Technische Universität Dresden Mommsenstraße 13 01069 Dresden","Mommsenstraße 13 01069 Dresden","13","Mommsenstraße","13 Mommsenstraße","Dresden","01069","","Germany"
"Volkswagen Autowerk Potsdamer Str. 2 38104 Braunschweig","Potsdamer Str. 2 38104 Braunschweig","2","Potsdamer Str.","2 Potsdamer Str.","Braunschweig","38104","","Germany"
"SAP Software Solutions Neckarstraße 14 69120 Heidelberg","Neckarstraße 14 69120 Heidelberg","14","Neckarstraße","14 Neckarstraße","Heidelberg","69120","","Germany"
"Ludwig-Maximilians-Universität Geschwister-Scholl-Platz 1 80539 München","Geschwister-Scholl-Platz 1 80539 München","1","Geschwister-Scholl-Platz","1 Geschwister-Scholl-Platz","München","80539","","Germany"
"Heidelberger Schlossgarten Hauptstraße 120 69117 Heidelberg","Hauptstraße 120 69117 Heidelberg","120","Hauptstraße","120 Hauptstraße","Heidelberg","69117","","Germany"
"Bremen Space Center Flughafendamm 12 28199 Bremen","Flughafendamm 12 28199 Bremen","12","Flughafendamm","12 Flughafendamm","Bremen","28199","","Germany"
"Berliner Philharmonie Herbert-von-Karajan-Straße 1 10785 Berlin","Herbert-von-Karajan-Straße 1 10785 Berlin","1","Herbert-von-Karajan-Straße","1 Herbert-von-Karajan-Straße","Berlin","10785","","Germany"
"Max Planck Institut für Astrophysik Karl-Schwarzschild-Str. 1 85748 Garching","Karl-Schwarzschild-Str. 1 85748 Garching","1","Karl-Schwarzschild-Str.","1 Karl-Schwarzschild-Str.","Garching","85748","","Germany"
"Zoologischer Garten Leipzig Pfaffendorfer Str. 29 04105 Leipzig","Pfaffendorfer Str. 29 04105 Leipzig","29","Pfaffendorfer Str.","29 Pfaffendorfer Str.","Leipzig","04105","","Germany"
"Dortmunder U Leonie-Reygers-Terrasse 2 44137 Dortmund","Leonie-Reygers-Terrasse 2 44137 Dortmund","2","Leonie-Reygers-Terrasse","2 Leonie-Reygers-Terrasse","Dortmund","44137","","Germany"
"Universitätsklinikum Essen Hufelandstraße 55 45147 Essen","Hufelandstraße 55 45147 Essen","55","Hufelandstraße","55 Hufelandstraße","Essen","45147","","Germany"
"Deutsches Meeresmuseum Katharinenberg 14-20 18439 Stralsund","Katharinenberg 14-20 18439 Stralsund","14-20","Katharinenberg","14-20 Katharinenberg","Stralsund","18439","","Germany"
"Staatstheater Mainz Gutenbergplatz 7 55116 Mainz","Gutenbergplatz 7 55116 Mainz","7","Gutenbergplatz","7 Gutenbergplatz","Mainz","55116","","Germany"
"Freiburger Münsterplatz Münsterplatz 24 79098 Freiburg","Münsterplatz 24 79098 Freiburg","24","Münsterplatz","24 Münsterplatz","Freiburg","79098","","Germany"
"Technologiepark Heidelberg Im Neuenheimer Feld 582 69120 Heidelberg","Im Neuenheimer Feld 582 69120 Heidelberg","582","Im Neuenheimer Feld","582 Im Neuenheimer Feld","Heidelberg","69120","","Germany"
"Botanischer Garten Jena Fürstengraben 26 07743 Jena","Fürstengraben 26 07743 Jena","26","Fürstengraben","26 Fürstengraben","Jena","07743","","Germany"
"Documenta Halle Friedrichsplatz 18 34117 Kassel","Friedrichsplatz 18 34117 Kassel","18","Friedrichsplatz","18 Friedrichsplatz","Kassel","34117","","Germany"
"Klein & Sohn GmbH Hauptstrasse 25 77652 Offenburg Tel: 0781 203-0 Fax: 0781 203-100 E-Mail: info@klein-sohn.de","Hauptstrasse 25 77652 Offenburg","25","Hauptstrasse","25 Hauptstrasse","Offenburg","77652","","Germany"
"Dr. Stefan Müller Praxis für Allgemeinmedizin Bahnhofstr. 10 86150 Augsburg Tel.: 0821 3456789 Fax: 0821 3456788 E-Mail: dr.mueller@praxis-augsburg.de","Bahnhofstr. 10 86150 Augsburg","10","Bahnhofstr.","10 Bahnhofstr.","Augsburg","86150","","Germany"
"Schneider Baumaschinen GmbH Industriestr. 14 40822 Mettmann Tel: 02104 987654 Fax: 02104 987655 E-Mail: kontakt@schneider-baumaschinen.de","Industriestr. 14 40822 Mettmann","14","Industriestr.","14 Industriestr.","Mettmann","40822","","Germany"
"Müller Elektrotechnik GmbH Am Stadtpark 44 50679 Köln Tel.: 0221 9876543 Fax: 0221 9876544 E-Mail: info@mueller-elektrotechnik.de","Am Stadtpark 44 50679 Köln","44","Am Stadtpark","44 Am Stadtpark","Köln","50679","","Germany"
"Fischer & Partner Steuerberater GmbH Kaiserstr. 56 60329 Frankfurt am Main Tel: 069 1234567 Fax: 069 1234568 E-Mail: info@fischer-partner.de","Kaiserstr. 56 60329 Frankfurt am Main","56","Kaiserstr.","56 Kaiserstr.","Frankfurt am Main","60329","","Germany"
"Gruber Immobilien GmbH Gartenstr. 22 80331 München Tel.: 089 87654321 Fax: 089 87654322 E-Mail: info@gruber-immobilien.de","Gartenstr. 22 80331 München","22","Gartenstr.","22 Gartenstr.","München","80331","","Germany"
"IT Solutions Huber GmbH Kirchenweg 9 90402 Nürnberg Tel: 0911 654321 Fax: 0911 654322 E-Mail: info@itsolutions-huber.de","Kirchenweg 9 90402 Nürnberg","9","Kirchenweg","9 Kirchenweg","Nürnberg","90402","","Germany"
"Becker & Co. Anwaltskanzlei Marktstr. 6 28195 Bremen Tel: 0421 1234567 Fax: 0421 1234568 E-Mail: info@becker-anwaelte.de","Marktstr. 6 28195 Bremen","6","Marktstr.","6 Marktstr.","Bremen","28195","","Germany"
"Schulz Logistik GmbH Westendstr. 70 60325 Frankfurt am Main Tel.: 069 2345678 Fax: 069 2345679 E-Mail: info@schulz-logistik.de","Westendstr. 70 60325 Frankfurt am Main","70","Westendstr.","70 Westendstr.","Frankfurt am Main","60325","","Germany"
"Braun & Söhne GmbH Neue Str. 15 49074 Osnabrück Tel: 0541 345678 Fax: 0541 345679 E-Mail: info@braun-soehne.de","Neue Str. 15 49074 Osnabrück","15","Neue Str.","15 Neue Str.","Osnabrück","49074","","Germany"
"hostNET Media GmbH Osterdeich 107 28205 Bremen","Osterdeich 107 28205 Bremen","107","Osterdeich","107 Osterdeich","Bremen","28205","","Germany"
"Frank Heidrich wissensschule.de Am Haus Bey 12 41334 Nettetal","Am Haus Bey 12 41334 Nettetal","12","Am Haus Bey","12 Am Haus Bey","Nettetal","41334","","Germany"
"Matthias Mayer Moosbergstr. 88 64285 Darmstadt Email: kontakt@deutscheip.de","Moosbergstr. 88 64285 Darmstadt","88","Moosbergstr.","88 Moosbergstr.","Darmstadt","64285","","Germany"
"Sabine Müller Hauptstraße 15 80331 München Email: sabine.mueller@example.com","Hauptstraße 15 80331 München","15","Hauptstraße","15 Hauptstraße","München","80331","","Germany"
"Dr. Thomas Schmidt Consulting GmbH Kirchweg 22 04155 Leipzig","Kirchweg 22 04155 Leipzig","22","Kirchweg","22 Kirchweg","Leipzig","04155","","Germany"
"Software AG Berliner Allee 1 64295 Darmstadt","Berliner Allee 1 64295 Darmstadt","1","Berliner Allee","1 Berliner Allee","Darmstadt","64295","","Germany"
"Anna Klein Gartenstraße 45 28203 Bremen","Gartenstraße 45 28203 Bremen","45","Gartenstraße","45 Gartenstraße","Bremen","28203","","Germany"
"Peter Huber Architektur GmbH Friedrichstraße 99 10117 Berlin","Friedrichstraße 99 10117 Berlin","99","Friedrichstraße","99 Friedrichstraße","Berlin","10117","","Germany"
"cantus Verkehrsgesellschaft mbH Königstor 1A 34117 Kassel Tel +49 561 766396-0 Fax +49 561 766396-69 E-Mail: info[at]cantus-bahn.de","Königstor 1A 34117 Kassel","1A","Königstor","1A Königstor","Kassel","34117","","Germany"
"Geschäftsführer: Andreas Luthardt, Rex Madrian Wagner-Régeny-Straße 12 12489 Berlin Tel.: 030 283991-0 Fax: 030 283991-15 E-Mail: info [at] akzent-personal.de Internet: www.akzent-personal.de","Wagner-Régeny-Straße 12 12489 Berlin","12","Wagner-Régeny-Straße","12 Wagner-Régeny-Straße","Berlin","12489","","Germany"
"pörtner consulting digital business consulting & solutions Im Bruch 31 56414 Hundsangen Germany Telephone: 06435 / 5480251 Fax: 06435 / 5480257 E-Mail: info@freiberuflervermittlung.de Internet: https://freiberuflervermittlung.de Owner: Andreas Pörtner, MSc. New Media Management VAT ID: DE221963649","Im Bruch 31 56414 Hundsangen","31","Im Bruch","31 Im Bruch","Hundsangen","56414","","Germany"
"aycan Digitalsysteme GmbH Innere Aumühlstrasse 5 97076 Würzburg . Germany","Innere Aumühlstrasse 5 97076 Würzburg","5","Innere Aumühlstrasse","5 Innere Aumühlstrasse","Würzburg","97076","","Germany"
"HOPE Cape Town Foundation a trust of the German AIDS Foundation Münsterstrasse 18 53111 Bonn Telephone : 0228 60 46 90 Fax: 0228 60 46 995 Email: info@hope-kapstadt.de","Münsterstrasse 18 53111 Bonn","18","Münsterstrasse","18 Münsterstrasse","Bonn","53111","","Germany"
"Organization office of the HOPE Gala Dresden Enderstrasse 94, House A 01277 Dresden Phone: 0351 259821 60 Fax: 0351 259821 69 E-Mail : info@hopegala.de","Enderstrasse 94, House A 01277 Dresden","94","Enderstrasse","94 Enderstrasse","Dresden","01277","","Germany"
"Binect GmbH Brunnenweg 17 64331 Weiterstadt","Brunnenweg 17 64331 Weiterstadt","17","Brunnenweg","17 Brunnenweg","Weiterstadt","64331","","Germany"
"Postal address: Antenne Bethel Quellenhofweg 25 33617 Bielefeld-Bethel Tel.: 0521 / 144- 55 66 Fax: 0521 / 144- 55 88 E-Mail: red@antenne-bethel.de","Quellenhofweg 25 33617 Bielefeld-Bethel","25","Quellenhofweg","25 Quellenhofweg","Bielefeld-Bethel","33617","","Germany"
"Sie finden uns jetzt in Kuhstraße 3 in 47918 Tönisvorst","Kuhstraße 3 in 47918 Tönisvorst","3","Kuhstraße","3 Kuhstraße","Tönisvorst","47918","","Germany"
"Adlerstraße 74, 40211 Düsseldorf, Bundesrepublik Deutschland","Adlerstraße 74, 40211 Düsseldorf","74","Adlerstraße","74 Adlerstraße","Düsseldorf","40211","","Germany"
"hostNET Media GmbH Osterdeich 107 28205 Bremen","Osterdeich 107 28205 Bremen","107","Osterdeich","107 Osterdeich","Bremen","28205","","Germany"
"Frank Heidrich wissensschule.de Am Haus Bey 12 41334 Nettetal","Am Haus Bey 12 41334 Nettetal","12","Am Haus Bey","12 Am Haus Bey","Nettetal","41334","","Germany"
"Sabine Müller Kaiserstraße 45 60329 Frankfurt am Main","Kaiserstraße 45 60329 Frankfurt am Main","45","Kaiserstraße","45 Kaiserstraße","Frankfurt am Main","60329","","Germany"
"Dr. Hans Schmidt Breitenweg 12 28195 Bremen","Breitenweg 12 28195 Bremen","12","Breitenweg","12 Breitenweg","Bremen","28195","","Germany"
"Johanna Fischer Hauptstraße 20 70173 Stuttgart","Hauptstraße 20 70173 Stuttgart","20","Hauptstraße","20 Hauptstraße","Stuttgart","70173","","Germany"
"Peter Weber Kantstraße 34 10623 Berlin","Kantstraße 34 10623 Berlin","34","Kantstraße","34 Kantstraße","Berlin","10623","","Germany"
"Anja Lehmann Rosenweg 9 50667 Köln","Rosenweg 9 50667 Köln","9","Rosenweg","9 Rosenweg","Köln","50667","","Germany"
"Karl Meier Blumenstraße 7 80331 München","Blumenstraße 7 80331 München","7","Blumenstraße","7 Blumenstraße","München","80331","","Germany"
"Tobias Schneider Leopoldstraße 25 80802 München","Leopoldstraße 25 80802 München","25","Leopoldstraße","25 Leopoldstraße","München","80802","","Germany"
"Claudia Becker Friedrichstraße 60 10117 Berlin","Friedrichstraße 60 10117 Berlin","60","Friedrichstraße","60 Friedrichstraße","Berlin","10117","","Germany"
"Michael Neumann Bahnhofstraße 3 80335 München","Bahnhofstraße 3 80335 München","3","Bahnhofstraße","3 Bahnhofstraße","München","80335","","Germany"
"Julia Wagner Lindenallee 18 40210 Düsseldorf","Lindenallee 18 40210 Düsseldorf","18","Lindenallee","18 Lindenallee","Düsseldorf","40210","","Germany"
"Franziska Müller Blumenweg 23 80331 München Email: franziska.mueller@example.com","Blumenweg 23 80331 München","23","Blumenweg","23 Blumenweg","München","80331","","Germany"
"Schneider & Sohn GmbH Gartenstraße 45 50667 Köln Tel: +49 221 123456 Fax: +49 221 654321","Gartenstraße 45 50667 Köln","45","Gartenstraße","45 Gartenstraße","Köln","50667","","Germany"
"Max Mustermann Breitenweg 12 28195 Bremen Tel: 0421 987654 Email: max@mustermann.de","Breitenweg 12 28195 Bremen","12","Breitenweg","12 Breitenweg","Bremen","28195","","Germany"
"Anna Schulz Lindener Straße 7 30449 Hannover Tel: 0511 123456 Email: anna.schulz@example.com","Lindener Straße 7 30449 Hannover","7","Lindener Straße","7 Lindener Straße","Hannover","30449","","Germany"
"Tech Solutions GmbH Am Bahnhof 22 04109 Leipzig Tel: 0341 234567 Email: info@techsolutions.de","Am Bahnhof 22 04109 Leipzig","22","Am Bahnhof","22 Am Bahnhof","Leipzig","04109","","Germany"
"Peter Fischer Sonnenallee 150 12059 Berlin Tel: 030 123456 Email: pfischer@example.com","Sonnenallee 150 12059 Berlin","150","Sonnenallee","150 Sonnenallee","Berlin","12059","","Germany"
"Dr. Ursula Becker Feldstraße 4a 22765 Hamburg Tel: 040 987654 Email: dr.becker@example.com","Feldstraße 4a 22765 Hamburg","4a","Feldstraße","4a Feldstraße","Hamburg","22765","","Germany"
"Green Energy Solutions GmbH Kaiserstraße 30 60311 Frankfurt am Main Tel: 069 123456 Email: contact@greenenergy.de","Kaiserstraße 30 60311 Frankfurt am Main","30","Kaiserstraße","30 Kaiserstraße","Frankfurt am Main","60311","","Germany"
"Frank Schuster Hauptstraße 98 70178 Stuttgart Tel: 0711 456789 Email: frank.schuster@example.com","Hauptstraße 98 70178 Stuttgart","98","Hauptstraße","98 Hauptstraße","Stuttgart","70178","","Germany"
"Julia Braun Neue Straße 55 39104 Magdeburg Tel: 0391 123456 Email: julia.braun@example.com","Neue Straße 55 39104 Magdeburg","55","Neue Straße","55 Neue Straße","Magdeburg","39104","","Germany"
"Frank Heidrich wissensschule.de Am Haus Bey 12 41334 Nettetal","Am Haus Bey 12, 41334 Nettetal","12","Am Haus Bey","12 Am Haus Bey","Nettetal","41334","","Germany"
"Matthias Mayer Moosbergstr. 88 64285 Darmstadt Email: kontakt@deutscheip.de","Moosbergstr. 88, 64285 Darmstadt","88","Moosbergstr.","88 Moosbergstr.","Darmstadt","64285","","Germany"
"Anna Müller Friedrichstraße 50, 10117 Berlin","Friedrichstraße 50, 10117 Berlin","50","Friedrichstraße","50 Friedrichstraße","Berlin","10117","","Germany"
"Dr. Karl Schmidt Hauptstraße 10, 80331 München","Hauptstraße 10, 80331 München","10","Hauptstraße","10 Hauptstraße","München","80331","Bayern","Germany"
"Johanna Klein Gartenweg 7, 50667 Köln","Gartenweg 7, 50667 Köln","7","Gartenweg","7 Gartenweg","Köln","50667","Nordrhein-Westfalen","Germany"
"Sebastian Fischer Bahnhofstraße 22, 04109 Leipzig","Bahnhofstraße 22, 04109 Leipzig","22","Bahnhofstraße","22 Bahnhofstraße","Leipzig","04109","Sachsen","Germany"
"Petra Hofmann Schillerstraße 5, 70173 Stuttgart","Schillerstraße 5, 70173 Stuttgart","5","Schillerstraße","5 Schillerstraße","Stuttgart","70173","Baden-Württemberg","Germany"
"Rheinisches Landesmuseum Bonner Talweg 57 53113 Bonn","Bonner Talweg 57 53113 Bonn","57","Bonner Talweg","57 Bonner Talweg","Bonn","53113","","Germany"
"Europa-Park GmbH & Co Mack KG Europa-Park-Str. 2 77977 Rust","Europa-Park-Str. 2 77977 Rust","2","Europa-Park-Str.","2 Europa-Park-Str.","Rust","77977","","Germany"
"Karlsruhe Institut für Technologie Kaiserstraße 12 76131 Karlsruhe","Kaiserstraße 12 76131 Karlsruhe","12","Kaiserstraße","12 Kaiserstraße","Karlsruhe","76131","","Germany"
"Universität Konstanz Universitätsstraße 10 78464 Konstanz","Universitätsstraße 10 78464 Konstanz","10","Universitätsstraße","10 Universitätsstraße","Konstanz","78464","","Germany"
"Museum für Naturkunde Invalidenstraße 43 10115 Berlin","Invalidenstraße 43 10115 Berlin","43","Invalidenstraße","43 Invalidenstraße","Berlin","10115","","Germany"
"Hofbräuhaus München Platzl 9 80331 München","Platzl 9 80331 München","9","Platzl","9 Platzl","München","80331","","Germany"
"Spreepark Plänterwald Kiehnwerderallee 1-3 12437 Berlin","Kiehnwerderallee 1-3 12437 Berlin","1-3","Kiehnwerderallee","1-3 Kiehnwerderallee","Berlin","12437","","Germany"
"Villa Hügel Hügel 1 45133 Essen","Hügel 1 45133 Essen","1","Hügel","1 Hügel","Essen","45133","","Germany"
"Kölner Zoo Riehler Straße 173 50735 Köln","Riehler Straße 173 50735 Köln","173","Riehler Straße","173 Riehler Straße","Köln","50735","","Germany"
"Deutsches Auswandererhaus Columbusstraße 65 27568 Bremerhaven","Columbusstraße 65 27568 Bremerhaven","65","Columbusstraße","65 Columbusstraße","Bremerhaven","27568","","Germany"
"Opernhaus Dortmund Platz der Alten Synagoge 1 44137 Dortmund","Platz der Alten Synagoge 1 44137 Dortmund","1","Platz der Alten Synagoge","1 Platz der Alten Synagoge","Dortmund","44137","","Germany"
"Alte Pinakothek Barer Straße 27 80799 München","Barer Straße 27 80799 München","27","Barer Straße","27 Barer Straße","München","80799","","Germany"
"Tierpark Hagenbeck Lokstedter Grenzstraße 2 22527 Hamburg","Lokstedter Grenzstraße 2 22527 Hamburg","2","Lokstedter Grenzstraße","2 Lokstedter Grenzstraße","Hamburg","22527","","Germany"
"Schloss Neuschwanstein Neuschwansteinstraße 20 87645 Schwangau","Neuschwansteinstraße 20 87645 Schwangau","20","Neuschwansteinstraße","20 Neuschwansteinstraße","Schwangau","87645","","Germany"
"ZKM | Zentrum für Kunst und Medien Lorenzstraße 19 76135 Karlsruhe","Lorenzstraße 19 76135 Karlsruhe","19","Lorenzstraße","19 Lorenzstraße","Karlsruhe","76135","","Germany"
"Augsburger Puppenkiste Spitalgasse 15 86150 Augsburg","Spitalgasse 15 86150 Augsburg","15","Spitalgasse","15 Spitalgasse","Augsburg","86150","","Germany"
"Leibniz-Institut für Polymerforschung Hohe Straße 6 01069 Dresden","Hohe Straße 6 01069 Dresden","6","Hohe Straße","6 Hohe Straße","Dresden","01069","","Germany"
"Kunsthalle Bremen Am Wall 207 28195 Bremen","Am Wall 207 28195 Bremen","207","Am Wall","207 Am Wall","Bremen","28195","","Germany"
"Universitätsbibliothek Heidelberg Plock 107 69117 Heidelberg","Plock 107 69117 Heidelberg","107","Plock","107 Plock","Heidelberg","69117","","Germany"
"Gewandhaus zu Leipzig Augustusplatz 8 04109 Leipzig","Augustusplatz 8 04109 Leipzig","8","Augustusplatz","8 Augustusplatz","Leipzig","04109","","Germany"
"Bauhaus Museum Weimar Theaterplatz 1 99423 Weimar","Theaterplatz 1 99423 Weimar","1","Theaterplatz","1 Theaterplatz","Weimar","99423","","Germany"
"Festspielhaus Baden-Baden Beim Alten Bahnhof 2 76530 Baden-Baden","Beim Alten Bahnhof 2 76530 Baden-Baden","2","Beim Alten Bahnhof","2 Beim Alten Bahnhof","Baden-Baden","76530","","Germany"
"Nymphenburg Palace Schloss Nymphenburg 3 80638 München","Schloss Nymphenburg 3 80638 München","3","Schloss Nymphenburg","3 Schloss Nymphenburg","München","80638","","Germany"
"Deutsche Oper Berlin Bismarckstraße 35 10627 Berlin","Bismarckstraße 35 10627 Berlin","35","Bismarckstraße","35 Bismarckstraße","Berlin","10627","","Germany"
"Essen Cathedral Burgplatz 2 45127 Essen","Burgplatz 2 45127 Essen","2","Burgplatz","2 Burgplatz","Essen","45127","","Germany"
"Zeche Zollverein Gelsenkirchener Straße 181 45309 Essen","Gelsenkirchener Straße 181 45309 Essen","181","Gelsenkirchener Straße","181 Gelsenkirchener Straße","Essen","45309","","Germany"
"Rostock Zoo Rennbahnallee 21 18059 Rostock","Rennbahnallee 21 18059 Rostock","21","Rennbahnallee","21 Rennbahnallee","Rostock","18059","","Germany"
"Lindau Lighthouse Neuer Lindauer Leuchtturm 1 88131 Lindau","Neuer Lindauer Leuchtturm 1 88131 Lindau","1","Neuer Lindauer Leuchtturm","1 Neuer Lindauer Leuchtturm","Lindau","88131","","Germany"
